 # THETA1, THETA2.
 -0.30949867479515902       0.26139695406187213     
 -0.30673535920587802       0.29113705041895482     
 -0.30367593378677993       0.32060495273315270     
 -0.30032326015121497       0.34977282176867031     
 -0.29668047735140651       0.37861301960117644     
 -0.29275099975919144       0.40709813113356430     
 -0.28853851472873526       0.43520098619615272     
 -0.28404698003526840       0.46289468224957980     
 -0.27928062108374363       0.49015260770124197     
 -0.27424392788124352       0.51694846583840248     
 -0.26894165176697554       0.54325629937309416     
 -0.26337880189378160       0.56905051558573050     
 -0.25756064145526092       0.59430591204598349     
 -0.25149268365286193       0.61899770288105727     
 -0.24518068739763976       0.64310154555304988     
 -0.23863065274180092       0.66659356809872661     
 -0.23184881603566523       0.68945039677680486     
 -0.22484164480626484       0.71164918405984268     
 -0.21761583235446838       0.73316763690010867     
 -0.21017829206826266       0.75398404519147122     
 -0.20253615145063897       0.77407731034244454     
 -0.19469674586141378       0.79342697386914840     
 -0.18666761197325599       0.81201324591114588     
 -0.17845648094319086       0.82981703356798098     
 -0.17007127130189637       0.84681996894981637     
 -0.16152008156419451       0.86300443683191830     
 -0.15281118256525800       0.87835360179990718     
 -0.14395300952819637       0.89285143477073448     
 -0.13495415386984330       0.90648273877328867     
 -0.12582335475273060       0.91923317387240966     
 -0.11656949039239511       0.93108928112092171     
 -0.10720156913031216       0.94203850542608503     
  -9.7728720283873416E-002  0.95206921721962112     
  -8.8160184785919748E-002  0.96117073282417664     
  -7.8505305627389887E-002  0.96933333341373229     
  -6.8773518117645108E-002  0.97654828247101233     
  -5.8974339977969643E-002  0.98280784165136303     
  -4.9117361284617841E-002  0.98810528496979788     
  -3.9212234278573684E-002  0.99243491123589511     
  -2.9268663059899939E-002  0.99579205466990872     
  -1.9296393185175509E-002  0.99817309364274809     
  -9.3052011870449775E-003  0.99957545749230348     
   6.9511596467056180E-004  0.99999763137886188     
   1.0694751440532261E-002  0.99943915915297399     
   2.0683899147730042E-002  0.99790064421999713     
   3.0652764324932205E-002  0.99538374839655330     
   4.0591574115661111E-002  0.99189118876519866     
   5.0490588100236183E-002  0.98742673254460145     
   6.0340108766553144E-002  0.98199519000336122     
   7.0130491900303404E-002  0.97560240545617372     
   7.9852156875676622E-002  0.96825524639125859     
   8.9495596828128590E-002  0.95996159078772103     
   9.9051388691431042E-002  0.95073031269072961     
  0.10851020308194317       0.94057126612097897     
  0.11786281401385063       0.92949526740279043     
  0.12710010842999900       0.91751407600232415     
  0.13621309553389713       0.90464037397367136     
  0.14519291590947242       0.89088774411601945     
  0.15403085041621750       0.87627064694959844     
  0.16271832884846438       0.86080439662169350     
  0.17124693834865137       0.84450513585662967     
  0.17960843156559697       0.82738981006529255     
  0.18779473454995721       0.80947614073044383     
  0.19579795438020584       0.79078259818383756     
  0.20361038651363395       0.77132837388995878     
  0.21122452185800500       0.75113335234912271     
  0.21863305356061638       0.73021808272972732     
  0.22582888351259953       0.70860375033569123     
  0.23280512856733021       0.68631214801058027     
  0.23955512647281113       0.66336564757469152     
  0.24607244151882401       0.63978717138548435     
  0.25235086990052080       0.61560016410529084     
  0.25838444480092981       0.59082856475327350     
  0.26416744119558627       0.56549677911119955     
  0.26969438038315380       0.53962965254484230     
  0.27496003424648308       0.51325244329477915     
  0.27995942924904937       0.48639079628210519     
  0.28468785017212517       0.45907071746619993     
  0.28914084359837333       0.43131854878324527     
  0.29331422114779004       0.40316094368576771     
  0.29720406247208869       0.37462484329513956     
  0.30080671801369285       0.34573745317078897     
  0.30411881153550446       0.31652622069190223     
  0.30713724242753088       0.28701881303971566     
  0.30985918779629879       0.25724309576114773     
  0.31228210434275383       0.22722711188756589     
  0.31440373003405009       0.19699906157597058     
  0.31622208557427323       0.16658728223385363     
  0.31773547567872712       0.13602022908349443     
  0.31894249015594311       0.10532645611652780     
  0.31984200480105768        7.4534597385290821E-002
  0.32043318210364891        4.3673348573753962E-002
  0.32071547177253273        1.2771448787793986E-002
