 # THETA1, THETA2.
   1.5707963267948966        1.0000000000000000     
   1.5803059942868094       0.90193571549686513     
   1.5888350411048338       0.80387940836997895     
   1.5963835824542090       0.70583693447533469     
   1.6029517797943404       0.60781183055287202     
   1.6085398190652662       0.50980559781657830     
   1.6131478917506719       0.41181798552841165     
   1.6167761787758343       0.31384727432137699     
   1.6194248372370994       0.21589055914333266     
   1.6210939899587011       0.11794403178207347     
   1.6217837178727410        2.0003263003964440E-002
   1.6214940552187804       -7.7936515607038778E-002
   1.6202249875606003      -0.17588012998567418     
   1.6179764526190670      -0.27383218195220321     
   1.6147483439215562      -0.37179676746156098     
   1.6105405172698357      -0.46977719460011041     
   1.6053528000295538      -0.56777570122579735     
   1.5991850032453196      -0.66579317219507561     
   1.5920369365856524      -0.76382885618467666     
   1.5839084261216263      -0.86188008219821899     
   1.5747993349416880      -0.95994197594683739     
   1.5647095866026894       -1.0580071764094767     
   1.5536391914134984       -1.1560655530121593     
   1.5415882755424462       -1.2541039240161955     
   1.5285571129331743       -1.3521057768726041     
   1.5145461600049939       -1.4500509914833306     
   1.4995560931035077       -1.5479155675083383     
   1.4835878486548273       -1.6456713570700721     
   1.4666426659621064       -1.7432858044315425     
   1.4487221325661965       -1.8407216944592468     
   1.4298282320729214       -1.9379369119247125     
   1.4099633943277021       -2.0348842139453693     
   1.3891305477940139       -2.1315110181128607     
   1.3673331739654448       -2.2277592091001837     
   1.3445753636120101       -2.3235649667728757     
   1.3208618746299872       -2.4188586190477692     
   1.2961981912310547       -2.5135645229387711     
   1.2705905841712117       -2.6076009773951729     
   1.2440461716831512       -2.7008801716659727     
   1.2165729807378922       -2.7933081730048945     
   1.1881800082230531       -2.8847849575561733     
   1.1588772815867687       -2.9752044882214483     
   1.1286759184586244       -3.0644548431941692     
   1.0975881847228854       -3.1524183986509304     
   1.0656275504856056       -3.2389720688011443     
   1.0328087433468625       -3.3239876061104514     
  0.99914779836339662       -3.4073319640239750     
  0.96466210406638297       -3.4888677239195767     
  0.92937044388500512       -3.5684535873178009     
  0.89329303232002699       -3.6459449335662812     
  0.85645154521367950       -3.7211944423073637     
  0.81886914347387973       -3.7940527790376235     
  0.78057048963292708       -3.8643693409897386     
  0.74158175665408499       -3.9319930594278159     
  0.70193062844437082       -3.9967732532676856     
  0.66164629158873134       -4.0585605277386687     
  0.62075941788959743       -4.1172077106210514     
  0.57930213737631031       -4.1725708174549352     
  0.53730800154049874       -4.2245100360542578     
  0.49481193665522516       -4.2728907197085988     
  0.45185018714632680       -4.3175843776487106     
  0.40846024910225098       -4.3584696507219851     
  0.36468079413188714       -4.3954332598008641     
  0.32055158390623373       -4.4283709142559653     
  0.27611337584676782       -4.4571881678863754     
  0.23140782054850620       -4.4818012100253908     
  0.18647735164626000       -4.5021375801365888     
  0.14136506894577444       -4.5181367950797329     
   9.6114615744665358E-002  -4.5297508793471550     
   5.0770051358831336E-002  -4.5369447899287394     
   5.3757199460905680E-003  -4.5396967290289236     
  -4.0023883221747138E-002  -4.5379983395962133     
  -8.5384246845833706E-002  -4.5318547804922149     
 -0.13066097883159145       -4.5212846800758957     
 -0.17580994044735163       -4.5063199689593469     
 -0.22078737821077837       -4.4870055946521958     
 -0.26555005234039553       -4.4633991227021976     
 -0.31005536066482231       -4.4355702307113045     
 -0.35426145695462163       -4.4036001032159948     
 -0.39812736272914223       -4.3675807368301980     
 -0.44161307169122560       -4.3276141662284102     
 -0.48467964605371044       -4.2838116224733156     
 -0.52728930414069186       -4.2362926358528616     
 -0.56940549877076763       -4.1851840957814916     
 -0.61099298605632169       -4.1306192804427644     
 -0.65201788437962294       -4.0727368687174437     
 -0.69244772343067063       -4.0116799465707391     
 -0.73225148331103773       -3.9475950194890248     
 -0.77139962382045113       -3.8806310417887322     
 -0.80986410414681242       -3.8109384727001321     
 -0.84761839327445376       -3.7386683680899635     
 -0.88463747150861172       -3.6639715155634320     
 -0.92089782358572247       -3.5869976195112887     
 -0.95637742389883751       -3.5078945414730458     
 -0.99105571441518336       -3.4268076000017778     
  -1.0249135758988730       -3.3438789330650271     
  -1.0579332930764838       -3.2592469249219560     
  -1.0900985143973121       -3.1730456983969830     
  -1.1213942070444234       -3.0854046725386195     
  -1.1518066078480844       -2.9964481848189641     
  -1.1813231707408027       -2.9062951763005906     
  -1.2099325113740962       -2.8150589375761279     
  -1.2376243494923251       -2.7228469127714892     
  -1.2643894496295258       -2.6297605584936750     
  -1.2902195606621987       -2.5358952542934170     
  -1.3151073547153942       -2.4413402609950916     
